id_video,id_komentar,id_author,author_name,like_count,text_original,text_display,updated_at
HhxHvnM5MR0,UgyAz0k8V_SSL9EUv0t4AaABAg,UCZNgY1uLow9QB56-NL3_osQ,Mustafa Azmi,0,Konyol statementnya bilang meninggalkan energi batubara eh listrik kita 80% batubara itu itu orang yang punya juga yang sekarang megang nikel di Indonesia,Konyol statementnya bilang meninggalkan energi batubara eh listrik kita 80% batubara itu itu orang yang punya juga yang sekarang megang nikel di Indonesia,2023-06-24 07:54:02+00:00
HhxHvnM5MR0,UgyQ-Xq5mOdc6Nuzotp4AaABAg,UCrJEdUn_lbqMBIolHSGWjJQ,Ilham Yanuar,1,"ga ngeliat banyak orang miskin yg hidupnya berusaha kaya di indo 😂
beli mobil bekas aja udah bangga ini disuruh beli mobil baru harga miliaran 🤣","ga ngeliat banyak orang miskin yg hidupnya berusaha kaya di indo 😂
beli mobil bekas aja udah bangga ini disuruh beli mobil baru harga miliaran 🤣",2023-06-24 03:39:53+00:00
HhxHvnM5MR0,UgzECuty3tBa8Yl0mJt4AaABAg,UCoinhrRzt9yJO-Vy1-sAXQA,Face 2 Face,0,"HARGA Mobilnha di negara asal dibanding HARGA DI INDONESIA gap nya banyak banget, bisa 5x Lipat. Padahal bangun pabrik juga di indonesia, dirakit dan diproduksi juga di indonesia, masih selisih banyak banget dari negara asal. Sama aja, gak ngebantu.","HARGA Mobilnha di negara asal dibanding HARGA DI INDONESIA gap nya banyak banget, bisa 5x Lipat. Padahal bangun pabrik juga di indonesia, dirakit dan diproduksi juga di indonesia, masih selisih banyak banget dari negara asal. Sama aja, gak ngebantu.",2023-06-24 02:26:24+00:00
HhxHvnM5MR0,UgxRq66-szcSa6rkEO94AaABAg,UC-sJZsc_L9FxAkmjTZZnhVg,hu hu,0,"Indonesia daerah banjir,bahaya kendaraan listrik,motor di cuci aja kebakar kemarin,","Indonesia daerah banjir,bahaya kendaraan listrik,motor di cuci aja kebakar kemarin,",2023-06-24 01:44:30+00:00
HhxHvnM5MR0,UgyyQBwzbopZpM5JQCd4AaABAg,UCrfViRoQUo71wmbggihy9Qg,PORANG RIAU rokanhulu,0,"Masyarakat juga dh pinter.. mobil listrik jangka 4 tahun ganti batrey, dan harga batreynya mahal gilaaa ,lebih murah bongkar turun mesin mobil minyak Jika di hitung2","Masyarakat juga dh pinter.. mobil listrik jangka 4 tahun ganti batrey, dan harga batreynya mahal gilaaa ,lebih murah bongkar turun mesin mobil minyak Jika di hitung2",2023-06-24 00:29:58+00:00
HhxHvnM5MR0,Ugw3vAtw6Xsp9_XVfSd4AaABAg,UCcZpmNu4QIQk4Gic4_s2F1Q,Kosmas S,0,"Menurutku bukan hanya kurangnya pengetahuan masyarakat. Tapi, secara hitung2annya masih kurang. 
Asumsi: perjalanan 20 000km per tahun. (~60 km per hari)
Asumsi: harga Wuling Air EV 250 juta. Estimasi Umur Baterai 5 tahun layak pakai.  
1x pengisian 30 kwh x1500 rb = 45rb untuk 200km. 
1 tahun = 4.500.000, 5 tahun = 22.5 juta.
Estimasi harga baterai wuling setiap 5 tahun= 100 juta.
vs 
Asumsi: Mobil ICE Wuling Confero 200 juta. Bensin untuk 200km = 200/10 = 20 liter. 20 x 15000 = 300 rb. 
1 tahun = 30 juta.
5 tahun = 150 juta.


Catatan:
*harga bensin sudah di top up. 
*Ratio Kmpl sudah 1:10.
*toleransi diatas untuk counter harga baterai yang dianggap masuk akal. 

Dengan asumsi diatas, maka dengan membeli mobil listrik lebih hemat 27.5 juta per 5 tahun. 
Maka, untuk mencapai BEP, dibutuhkan waktu 10 tahun, baru bisa dikatakan lebih hemat mobil ICE. 

Dengan catatan: ketidak tahuan resiko EV (new tech), kesulitan bepergian jarak jauh (luar kota), ukuran yang lebih kecil, baterai bekas diapakan, penurunan efisiensi baterai.
Maka, sangat wajar kalau masyarakat enggan untuk migrasi ke mobil listrik.","Menurutku bukan hanya kurangnya pengetahuan masyarakat. Tapi, secara hitung2annya masih kurang. 
Asumsi: perjalanan 20 000km per tahun. (~60 km per hari)
Asumsi: harga Wuling Air EV 250 juta. Estimasi Umur Baterai 5 tahun layak pakai.  
1x pengisian 30 kwh x1500 rb = 45rb untuk 200km. 
1 tahun = 4.500.000, 5 tahun = 22.5 juta.
Estimasi harga baterai wuling setiap 5 tahun= 100 juta.
vs 
Asumsi: Mobil ICE Wuling Confero 200 juta. Bensin untuk 200km = 200/10 = 20 liter. 20 x 15000 = 300 rb. 
1 tahun = 30 juta.
5 tahun = 150 juta.


Catatan:
*harga bensin sudah di top up. 
*Ratio Kmpl sudah 1:10.
*toleransi diatas untuk counter harga baterai yang dianggap masuk akal. 

Dengan asumsi diatas, maka dengan membeli mobil listrik lebih hemat 27.5 juta per 5 tahun. 
Maka, untuk mencapai BEP, dibutuhkan waktu 10 tahun, baru bisa dikatakan lebih hemat mobil ICE. 

Dengan catatan: ketidak tahuan resiko EV (new tech), kesulitan bepergian jarak jauh (luar kota), ukuran yang lebih kecil, baterai bekas diapakan, penurunan efisiensi baterai.
Maka, sangat wajar kalau masyarakat enggan untuk migrasi ke mobil listrik.",2023-06-23 16:27:16+00:00
HhxHvnM5MR0,UgyGIFvC7Sq9-MX4-3N4AaABAg,UC89tXvnQwjXmuAGFLEJ5Qjg,wahyu si ako,0,"Jarang pake mobil. Jadi gak guna make mobil listrik dimana batreinya punya masa usia. Dan sebetunya semakin hari semakin rusak sedikit demi sedikit.
Selain itu kalau tidak dipakai lama juga konsumsi listrik dalam batrei pasti berkurang dikit dikit.
Tapi kalo memang dipakai tiap hari rutin memang iya irit apa apa yang makai energi listrik.
Kemudian isi listriknya juga belom praktis","Jarang pake mobil. Jadi gak guna make mobil listrik dimana batreinya punya masa usia. Dan sebetunya semakin hari semakin rusak sedikit demi sedikit.
Selain itu kalau tidak dipakai lama juga konsumsi listrik dalam batrei pasti berkurang dikit dikit.
Tapi kalo memang dipakai tiap hari rutin memang iya irit apa apa yang makai energi listrik.
Kemudian isi listriknya juga belom praktis",2023-06-23 12:05:55+00:00
HhxHvnM5MR0,UgxYKOj_0iNkWgQy-Lt4AaABAg,UCs9Vg_-Jtojo6yG1syFCEsw,Aton Aton,1,Orang indo sukanya diesel,Orang indo sukanya diesel,2023-06-23 07:43:11+00:00
HhxHvnM5MR0,UgwqJd80le7w2WXarNd4AaABAg,UCP28Nqf_wHWEAjavO0yLgvQ,Velnus,0,bukannya masyarakat tidak mau EV . cuma harganya masih mahal banget...,bukannya masyarakat tidak mau EV . cuma harganya masih mahal banget...,2023-06-23 07:22:18+00:00
HhxHvnM5MR0,UgyrFyCK7B0CH9uZYcB4AaABAg,UCESBiebPlIZlP_UBfR1JXKA,Binsa Sevho,0,"Sumber mereka ini dari mana ya, ko kayak asal nyeplak aja, jelas² batrai mahal ada masa pakai tidak seperti mesin bisa di repair, durasi charge itu lamanya minta ampun, klo bannya bocor memang bisa kebengkel pinggir jalan? Banyak sekali kelemahan EV. 
Kalian itu kalau mau survey ke masyarakat menengah ke bawah bos, supaya kalian tahu kenapa EV tak laku.","Sumber mereka ini dari mana ya, ko kayak asal nyeplak aja, jelas² batrai mahal ada masa pakai tidak seperti mesin bisa di repair, durasi charge itu lamanya minta ampun, klo bannya bocor memang bisa kebengkel pinggir jalan? Banyak sekali kelemahan EV. 
Kalian itu kalau mau survey ke masyarakat menengah ke bawah bos, supaya kalian tahu kenapa EV tak laku.",2023-06-23 06:56:55+00:00
HhxHvnM5MR0,UgzqTRBN00iIe4wuLSd4AaABAg,UCuxk1JbqY9rmjPN4hmmtUCA,REVIEWJUJUR.101,0,*Boro2 mikir mobil baru… Buat makan hari ini aja banyak yang masih susah…*,*Boro2 mikir mobil baru… Buat makan hari ini aja banyak yang masih susah…*,2023-06-23 05:15:55+00:00
HhxHvnM5MR0,UgzQIC_ejK5QOd4SGJh4AaABAg,UCkjxpuzRGR1nmiqEtzAx-UQ,Danang Putranto,0,Kok malah jadi sales mobil?,Kok malah jadi sales mobil?,2023-06-23 03:09:48+00:00
HhxHvnM5MR0,UgwomdZCwVJszJiW4PJ4AaABAg,UCovnxxS8eWvDLd8bcKLvSqw,hnd,0,"Analogi plts mobil ev dan pln mobil bbm

Instalasi
*Murah ongrid tp tidak didukung pemerintah maksa pasang didenda

*Sedangkan offgrid harganya selangit jika di kalkulasi gak sepadan dgn pemakaian pln.","Analogi plts mobil ev dan pln mobil bbm

Instalasi
*Murah ongrid tp tidak didukung pemerintah maksa pasang didenda

*Sedangkan offgrid harganya selangit jika di kalkulasi gak sepadan dgn pemakaian pln.",2023-06-23 02:45:23+00:00
HhxHvnM5MR0,Ugyvxv0TmMVcTxozpZd4AaABAg,UCHkwUFFALY5coV-ti8-_G6A,Jimmy Chandrawinata,0,"Alasan mobil listrik yang sepi peminat menurut saya bukan karena daya angkut dan gak bisa dibawa mudik... Karena secara kelas ekonomi, teknologi tersebut belum diperuntukkan kelas ini... Mobil listrik masih ditargetkan untuk kelas ekonomi menengah atas yaitu mereka - mereka yang punya 2 - 3 mobil sebagian buat commuting kerja, sebagian buat jalan2 keluarga... nah kelas seperti ini pun belum melirik mobil EV padahal yakin deh rumah mereka listriknya udah lebih dari sanggup... Menurut saya pribadi alasannya adalah dengan mengesampingkan fitur dan teknologi, mobil listrik harga per dimensinya masih gak masuk akal ... Contoh di bawah mengambil contoh tipe tertinggi... angka adalah harga rupiah per cm kubik dimensi mobil 

1. Sigra : 16.6 rupiah/cm3
2. Avanza : 23.4 rupiah/cm3
3. Innova : 29.6 rupiah/cm3
4. Calya : 17.2 rupiah/cm3
5. Brio : 25.8 rupiah/cm3
6. Rush : 23.7 rupiah/cm3
7. Agya : 26.9 rupiah/cm3
8. BR-V : 27.6 rupiah/cm3
9. WR-V : 27.3 rupiah/cm3
10. Ayla : 17.4 rupiah/cm3
11. Veloz : 24.9 rupiah/cm3
12. Xpander : 22.5 rupiah/cm3
13. Terios : 22.7 rupiah/cm3
14. HR-V Non Turbo : 33.8 rupiah/cm3
15. Raize : 26.9 rupiah/cm3
16. Creta : 32.4 rupiah/cm3
17. Confero: 17.2 rupiah/cm3
18. Almaz : 22.5 rupiah/cm3
19. Stargazer : 23.2 rupiah/cm3
20. Omoda 5 : 31.3 rupiah/cm3
21. Air EV : 41.0 rupiah/cm3
22. Ioniq 5 : 59.5 rupiah/cm3
23. MG 4 EV : 54.9 rupiah/cm3

Gak perlu jauh2 mau ngejar kedigdayaan sigra, avanza atau bahkan xpander yang muat banyak dan bisa dibawa mudik (mereka ada di angka 20 rupiah per cm3), mobil listrik perlu ngejar hyundai creta atau HRV dulu deh yang banyak dikota kota besar dan gak dibawa mudik..... mereka ada di angka 32.5 rupiah per cm3

Air EV itu secara harga udah lumayan 41 rupiah per cm3 tapi bentuknya aneh... mungkin kalau mereka bisa buat dengan dimensi sebesar raize atau wr-v tapi dengan harga per dimensi 40 rupiah per cm3 akan lebih laku... 

ioniq ada di angka hampir 60 rupiah per cm3 (2x lipat kelas HR-V, creta, innova) ... sekelas CRV aja cuma 48 rupiah per cm3

MG 4 EV yang bikin lawak... waktu lom kasih tau harga itu sesumbar bahwa harga mereka akan sangat mengejutkan dan menggebrak pasar mobil EV dalam negeri... pas rilis harga ternyata 54.9 rupiah / cm3 ... cuma beda tipis sama hyundai ioniq padahal brand image nya jomplang

Kesimpulan : mobil listrik bisa main di kelas HRV, Creta, atau ke Raize tapi dengan harga kisaran 37.5 rupiah / cm3 itu akan laku keras pastinya

Bayangkan :
- Creta BBM : 408 juta
- Creta EV : 503 juta
- Innova BBM : 475 juta
- Innova EV : 625 juta","Alasan mobil listrik yang sepi peminat menurut saya bukan karena daya angkut dan gak bisa dibawa mudik... Karena secara kelas ekonomi, teknologi tersebut belum diperuntukkan kelas ini... Mobil listrik masih ditargetkan untuk kelas ekonomi menengah atas yaitu mereka - mereka yang punya 2 - 3 mobil sebagian buat commuting kerja, sebagian buat jalan2 keluarga... nah kelas seperti ini pun belum melirik mobil EV padahal yakin deh rumah mereka listriknya udah lebih dari sanggup... Menurut saya pribadi alasannya adalah dengan mengesampingkan fitur dan teknologi, mobil listrik harga per dimensinya masih gak masuk akal ... Contoh di bawah mengambil contoh tipe tertinggi... angka adalah harga rupiah per cm kubik dimensi mobil 

1. Sigra : 16.6 rupiah/cm3
2. Avanza : 23.4 rupiah/cm3
3. Innova : 29.6 rupiah/cm3
4. Calya : 17.2 rupiah/cm3
5. Brio : 25.8 rupiah/cm3
6. Rush : 23.7 rupiah/cm3
7. Agya : 26.9 rupiah/cm3
8. BR-V : 27.6 rupiah/cm3
9. WR-V : 27.3 rupiah/cm3
10. Ayla : 17.4 rupiah/cm3
11. Veloz : 24.9 rupiah/cm3
12. Xpander : 22.5 rupiah/cm3
13. Terios : 22.7 rupiah/cm3
14. HR-V Non Turbo : 33.8 rupiah/cm3
15. Raize : 26.9 rupiah/cm3
16. Creta : 32.4 rupiah/cm3
17. Confero: 17.2 rupiah/cm3
18. Almaz : 22.5 rupiah/cm3
19. Stargazer : 23.2 rupiah/cm3
20. Omoda 5 : 31.3 rupiah/cm3
21. Air EV : 41.0 rupiah/cm3
22. Ioniq 5 : 59.5 rupiah/cm3
23. MG 4 EV : 54.9 rupiah/cm3

Gak perlu jauh2 mau ngejar kedigdayaan sigra, avanza atau bahkan xpander yang muat banyak dan bisa dibawa mudik (mereka ada di angka 20 rupiah per cm3), mobil listrik perlu ngejar hyundai creta atau HRV dulu deh yang banyak dikota kota besar dan gak dibawa mudik..... mereka ada di angka 32.5 rupiah per cm3

Air EV itu secara harga udah lumayan 41 rupiah per cm3 tapi bentuknya aneh... mungkin kalau mereka bisa buat dengan dimensi sebesar raize atau wr-v tapi dengan harga per dimensi 40 rupiah per cm3 akan lebih laku... 

ioniq ada di angka hampir 60 rupiah per cm3 (2x lipat kelas HR-V, creta, innova) ... sekelas CRV aja cuma 48 rupiah per cm3

MG 4 EV yang bikin lawak... waktu lom kasih tau harga itu sesumbar bahwa harga mereka akan sangat mengejutkan dan menggebrak pasar mobil EV dalam negeri... pas rilis harga ternyata 54.9 rupiah / cm3 ... cuma beda tipis sama hyundai ioniq padahal brand image nya jomplang

Kesimpulan : mobil listrik bisa main di kelas HRV, Creta, atau ke Raize tapi dengan harga kisaran 37.5 rupiah / cm3 itu akan laku keras pastinya

Bayangkan :
- Creta BBM : 408 juta
- Creta EV : 503 juta
- Innova BBM : 475 juta
- Innova EV : 625 juta",2023-06-23 02:18:25+00:00
HhxHvnM5MR0,UgzpMPAFX0fQxL1by_l4AaABAg,UCt1uJ_bXL7X-C09C8nNqbJQ,Asbak Rokok,0,Bus listrik untuk transportasi umum bukan kendaraan pribadi,Bus listrik untuk transportasi umum bukan kendaraan pribadi,2023-06-23 00:47:23+00:00
HhxHvnM5MR0,UgyyVZOrFmrVaEr-KDR4AaABAg,UCX5TYCkygu6hyKrWUePGN1A,lukman ch,0,"sdh miskin belagu...wkwk,,kemahalan makanya ngk ada yg beli..100 juta gua beli 2..","sdh miskin belagu...wkwk,,kemahalan makanya ngk ada yg beli..100 juta gua beli 2..",2023-06-23 00:38:34+00:00
HhxHvnM5MR0,Ugx-B5JhHRX_e8gcZMR4AaABAg,UCIRU5GbOZOTP71Kg3mvSkNw,ᮊᮧᮙᮛᮥᮓᮤᮔ᮪,0,BAGAIMANA DENGAN NASIB KENDARAAN BERBAHAN BAKAR GAS YANG DULU...DI GEMBOR2KAN,BAGAIMANA DENGAN NASIB KENDARAAN BERBAHAN BAKAR GAS YANG DULU...DI GEMBOR2KAN,2023-06-22 10:58:52+00:00
HhxHvnM5MR0,Ugxvrbr3ppfmdPlKHr94AaABAg,UCEmbE5hilIdXfyzqRrcdhVw,Boy Man,0,Subsidi hanya trik marketing 🤔,Subsidi hanya trik marketing 🤔,2023-06-22 04:13:28+00:00
HhxHvnM5MR0,UgxmxTWLuG72zTkpZ1J4AaABAg,UCy_xFLr4wYQ0BjBzAYgSUBg,Bend16_Channel,0,Karena teknologi ini masih baru dan belum familier. Teknologi bahan bakar masih menarik konsumen karena lebih cepat pengisian.,Karena teknologi ini masih baru dan belum familier. Teknologi bahan bakar masih menarik konsumen karena lebih cepat pengisian.,2023-06-22 00:41:12+00:00
HhxHvnM5MR0,UgyOXMOIRzVqZ5I57AJ4AaABAg,UCBlChuYCGRJjCnAiHgWhWfQ,dislike button,0,Harga terlalu mahal paling egk seharga lcgc baru laris,Harga terlalu mahal paling egk seharga lcgc baru laris,2023-06-21 15:55:04+00:00
HhxHvnM5MR0,UgxDbbhaLyLeYcSbsNl4AaABAg,UC7DbBRSUwG7znKCE2u7XxeQ,Adnan Heri,0,Orang Indonesia butuh daya angkut banyak dan bisa bawa hasil kampung seperti kijang juga stasiun cas banyak,Orang Indonesia butuh daya angkut banyak dan bisa bawa hasil kampung seperti kijang juga stasiun cas banyak,2023-06-21 14:07:16+00:00
HhxHvnM5MR0,UgwSJYkWLVhEH-O1Ldt4AaABAg,UCvmc_MboOJtEuYyo08PQHfw,Rino Yuliafano,0,"judul gak jelas setengah begok, ""ini yg rakyat mau, tapi narasumber Moeldoko, Gaikindo yg jelas2 pengusaha moblisnya sendiri,....kagak ditanya rakyatnya sendiri..","judul gak jelas setengah begok, ""ini yg rakyat mau, tapi narasumber Moeldoko, Gaikindo yg jelas2 pengusaha moblisnya sendiri,....kagak ditanya rakyatnya sendiri..",2023-06-21 10:38:58+00:00
HhxHvnM5MR0,UgxuMuDUuTQ59dUk-QR4AaABAg,UC3lak2NUcIEjf2He58Ob_IA,Kadal Bencek,0,"Bikin ekosistem kebutuhan pokok tercipta mandiri bukan import !!!
Ekonomi Rakyat Naik apapun bisa dibeli n Jalan Otomatis.
Tp sayang hanya Khayalan belaka","Bikin ekosistem kebutuhan pokok tercipta mandiri bukan import !!!
Ekonomi Rakyat Naik apapun bisa dibeli n Jalan Otomatis.
Tp sayang hanya Khayalan belaka",2023-06-21 10:08:01+00:00
HhxHvnM5MR0,Ugz_-6Efe640pSBXLKd4AaABAg,UC4-lHyit5v0JXi0ePQACCyA,P Tyo,2,"Kendaraan listrik sebenarnya lebih simple bisa dikatakan ""free maintenance"" tdk spt diesel/gasoline drive vehicle. Dan bicaranya EV ini bukan masalah effisien krn kwh/km Vs ltr/km msh more or less, tergantung kendaraanya. Bicara electric vehicle adalah terkait energy bersih zero emisi. Nah urgency ini yg belum dimiliki oleh masyarakat Indonesia/negara berkembang. Lagi pula harga EV sangat mahal dibanding kendaraan konvensional. Ini yg perlu difikirkan oleh Pemerintah. Mestinya konsepnya adalah transform angkutan masal yg perlu diprioritaskan dg EV, kali saya setuju dg ide pak Anies. Terkait kebijakan pemberian subsidi/tax reduksi EV hal yg sgt gampang dilakukan krn dimensinya hanya sebuah kebijakan saja dan ini bukan solusi terbaik. Tapi merubah mekanisme transportasi masal dari konvensional ke EV bnyk regulasi & infrastructure yg intensive hrs dibicarakan para ahli dan menjadi sebuah urgency. Indonesia tdk kekurangan ahli dlm merumuskan kebijakan ini. Namun Pemerintah yg harus tepat dlm ambil kebijakan. Ayo pak Jokowi, bapak bisalah...💪💪. Tdk perlu risih seolah2 ini ide pak Anies Baswedan, tpi demi bangsa prioritaskanlah ide ini transformasi angkutan umum konvensional dg EV/electric drive.","Kendaraan listrik sebenarnya lebih simple bisa dikatakan ""free maintenance"" tdk spt diesel/gasoline drive vehicle. Dan bicaranya EV ini bukan masalah effisien krn kwh/km Vs ltr/km msh more or less, tergantung kendaraanya. Bicara electric vehicle adalah terkait energy bersih zero emisi. Nah urgency ini yg belum dimiliki oleh masyarakat Indonesia/negara berkembang. Lagi pula harga EV sangat mahal dibanding kendaraan konvensional. Ini yg perlu difikirkan oleh Pemerintah. Mestinya konsepnya adalah transform angkutan masal yg perlu diprioritaskan dg EV, kali saya setuju dg ide pak Anies. Terkait kebijakan pemberian subsidi/tax reduksi EV hal yg sgt gampang dilakukan krn dimensinya hanya sebuah kebijakan saja dan ini bukan solusi terbaik. Tapi merubah mekanisme transportasi masal dari konvensional ke EV bnyk regulasi & infrastructure yg intensive hrs dibicarakan para ahli dan menjadi sebuah urgency. Indonesia tdk kekurangan ahli dlm merumuskan kebijakan ini. Namun Pemerintah yg harus tepat dlm ambil kebijakan. Ayo pak Jokowi, bapak bisalah...💪💪. Tdk perlu risih seolah2 ini ide pak Anies Baswedan, tpi demi bangsa prioritaskanlah ide ini transformasi angkutan umum konvensional dg EV/electric drive.",2023-06-21 07:57:42+00:00
HhxHvnM5MR0,UgyTdnpCGYRoVvpANHV4AaABAg,UC_y-zi5C4ZW6KnzZIQ_-6Eg,Koppek Koppek,0,Sesuatu yg tdk menghasilkan sampah/limbah berbahayaa pasti dipakai manusia cerdas walau BBM polusi tp limnah batere yg bahayaaa!!!,Sesuatu yg tdk menghasilkan sampah/limbah berbahayaa pasti dipakai manusia cerdas walau BBM polusi tp limnah batere yg bahayaaa!!!,2023-06-21 07:06:42+00:00
HhxHvnM5MR0,UgzvuS4RpMb7dvo8cOZ4AaABAg,UCEJNsyqRStbbgsIdzh0MEGA,Angga Isa,0,Saya sih pribadi jika ada rejeki banyak pasti beli mobil listrik... Tapi sayang beli motor aja bbm biasa aja masih susah 😭😭,Saya sih pribadi jika ada rejeki banyak pasti beli mobil listrik... Tapi sayang beli motor aja bbm biasa aja masih susah 😭😭,2023-06-21 06:27:41+00:00
HhxHvnM5MR0,Ugz8Wh3wCl3YyOGYktp4AaABAg,UCGw1MZuWnh3XkXycHF1-FiA,bony merakjayabeton,0,"Masalahnya warga indo banyak yg ga punya kemampuan beli kendaraan roda 4, daripada mikir kenapa orang2 ga beli mobil listrik, mending tolong deh pikirin transportasi umum agar mempermudah hidup masyarakat","Masalahnya warga indo banyak yg ga punya kemampuan beli kendaraan roda 4, daripada mikir kenapa orang2 ga beli mobil listrik, mending tolong deh pikirin transportasi umum agar mempermudah hidup masyarakat",2023-06-21 05:01:02+00:00
HhxHvnM5MR0,UgwWbpiDx1CtypCISWp4AaABAg,UCNJq3YcVY6p8n6t_U1Edhmw,afaris,0,"Kalo saya pribadi, beli EV mikir hal2 sbb:
1. Harganya masih relatif lebih tinggi drpd mobil biasa.
2. Pengisian daya saat bepergian tidak secepat dan semudah mobil biasa.
3. Modelnya masih terbatas di Indonesia, bahkan ada yang nggak jadi masuk spt Honda e karena terhalang regulasi yang belum diupdate.
4. Tempat servisnya masih terbatas karena tidak semua bengkel mengerti EV.
5. Penggantian batre yang katanya sangat mahal.
Mobil biasa (BBM) masih jauh lebih familiar dibandingkan EV. Mungkin saya bakal beralih ke EV 5 hingga 10 tahun lagi, jika sudah diterima baik oleh masyarakat, dan purna jualnya lebih matang.","Kalo saya pribadi, beli EV mikir hal2 sbb:
1. Harganya masih relatif lebih tinggi drpd mobil biasa.
2. Pengisian daya saat bepergian tidak secepat dan semudah mobil biasa.
3. Modelnya masih terbatas di Indonesia, bahkan ada yang nggak jadi masuk spt Honda e karena terhalang regulasi yang belum diupdate.
4. Tempat servisnya masih terbatas karena tidak semua bengkel mengerti EV.
5. Penggantian batre yang katanya sangat mahal.
Mobil biasa (BBM) masih jauh lebih familiar dibandingkan EV. Mungkin saya bakal beralih ke EV 5 hingga 10 tahun lagi, jika sudah diterima baik oleh masyarakat, dan purna jualnya lebih matang.",2023-06-21 04:38:12+00:00
HhxHvnM5MR0,UgyIyeSJvK88DmcRh594AaABAg,UCoyi_dSTpINubMyPgdmiKfQ,Adeirmasopiah Bunga,0,Aturan belum jelas sarana belum memadai Jadi lahan tilang baru oknum polisi,Aturan belum jelas sarana belum memadai Jadi lahan tilang baru oknum polisi,2023-06-21 03:12:48+00:00
HhxHvnM5MR0,UgzD655k2QJ8s_DN_rl4AaABAg,UCuY0eSyhcokkKfi6USoqwKg,KGB,0,Analisa tolollll. Bukan mobil listrik tak laku..... daya beli tak ada,Analisa tolollll. Bukan mobil listrik tak laku..... daya beli tak ada,2023-06-21 02:00:39+00:00
HhxHvnM5MR0,UgzyiP3kptLZmQoispd4AaABAg,UCWMMqktvkIbRRPU_E50J8bg,dennnoval,0,"intinya, masyarakat sdng memikirkan masalah harga mobilnya, , harga charging nya, , harga perawatan nya, , harga pajaknya","intinya, masyarakat sdng memikirkan masalah harga mobilnya, , harga charging nya, , harga perawatan nya, , harga pajaknya",2023-06-21 01:26:47+00:00
HhxHvnM5MR0,UgyDgDUTWXsBAAVPYHp4AaABAg,UCVUxRocZwq4VXg0EwMLOFPA,SDN 1 Sukamaju,0,Tempat ngecas jarang ma mahalnya kendaraan sama bengkel belum banyak.,Tempat ngecas jarang ma mahalnya kendaraan sama bengkel belum banyak.,2023-06-20 12:59:07+00:00
HhxHvnM5MR0,UgykcsST-PbkHFsDvB54AaABAg,UCDLUyqoYMV0DVm5dR11sR2Q,RK,0,"lah, sebetulnya mah gue kepengen banget punya EV, tapi harga nya belum cocok","lah, sebetulnya mah gue kepengen banget punya EV, tapi harga nya belum cocok",2023-06-20 12:51:25+00:00
HhxHvnM5MR0,UgwX7GlzRNNZwwZigq54AaABAg,UCIrHBGFfJg44cY_xe6998KQ,H2O2,0,"Tolonglah, yg diatas tu klo buat kebijakan, riset dulu di akar rumput","Tolonglah, yg diatas tu klo buat kebijakan, riset dulu di akar rumput",2023-06-20 09:30:25+00:00
HhxHvnM5MR0,UgyI2-k0oz346_Tc3H54AaABAg,UCKwwFUMG5uqhFKFX3_F7WTQ,Rafasa BSV,0,"Mobil listrik itu mahal, ndak mampu beli golonvan masyrkt menengah","Mobil listrik itu mahal, ndak mampu beli golonvan masyrkt menengah",2023-06-20 09:19:09+00:00
HhxHvnM5MR0,UgzjzH8g2fpS0JLO2ox4AaABAg,UCK2rijsZB17rqlO1nlLXEPg,Zainal Koto,0,Proyek besar oligarki di mobil listrik cari keuntungan hhhh,Proyek besar oligarki di mobil listrik cari keuntungan hhhh,2023-06-20 08:03:45+00:00
HhxHvnM5MR0,UgwCI4R512KBhAWXVQV4AaABAg,UC8DyisgzK8HOEhMdMLAWF3A,Rezki Syahri Rakhmadi,0,kenapa gak subsidinya buat angkot listrik pak....,kenapa gak subsidinya buat angkot listrik pak....,2023-06-20 07:49:33+00:00
HhxHvnM5MR0,UgxDebYFYCXUbjr2vR14AaABAg,UCD7sImTPYMs8Gz3vDYIS4Bg,willy dhani,0,Kalo penggunaan kendaraan berbahan bakar fosil 100% dilarang otomatis kendaraan listrik akan laku,Kalo penggunaan kendaraan berbahan bakar fosil 100% dilarang otomatis kendaraan listrik akan laku,2023-06-20 06:15:20+00:00
HhxHvnM5MR0,Ugxa3M6c1t_mwA3mrGZ4AaABAg,UCckyMtM2IyvLoPuQ-5itk9w,Reeeee,0,"Subsidi kok mobil pribadi, si kaya kok disubsidi.","Subsidi kok mobil pribadi, si kaya kok disubsidi.",2023-06-20 03:34:35+00:00
HhxHvnM5MR0,UgxiKaZ0rWfQsTF4zDt4AaABAg,UCe6ohOZNVofj1CZcLmMS4rw,Syahrir1972 Car,0,"Mobil listrik pasti cina lebih terjangkau,apalagi ga ada lagi yang perlu dinilai dari kualitas mesin dan ketahanan.semua digerakkan dgn baterai kayak mobil anak2 dan lebih banyak plastik dibanding mobil saat ini.","Mobil listrik pasti cina lebih terjangkau,apalagi ga ada lagi yang perlu dinilai dari kualitas mesin dan ketahanan.semua digerakkan dgn baterai kayak mobil anak2 dan lebih banyak plastik dibanding mobil saat ini.",2023-06-20 01:01:11+00:00
